full_name,pha,diameter,rot_per,e [rad],a [au],I [deg],L [deg],long.node.  [deg],long.peri.  [deg],ma,n,per_y
467609 (2008 AV28),N,,,0.3367,1.19,15.29,445.77,304.55,5.96,135.26,0.7595,1.3
467917 (2011 OP24),N,,,0.5696,1.245,15.35,545.87,144.92,320.9,80.05,0.7092,1.39
467963 (2012 JT17),N,,15.69,0.6159,2.479,14.32,368.54,224.98,118.03,25.53,0.2525,3.9
468005 (2012 XD112),Y,,,0.3658,1.323,3.72,409.44,97.77,76.79,234.88,0.6476,1.52
468117 (2014 ED),N,0.493,,0.6382,1.547,21.77,651.64,74.95,355.08,221.61,0.5125,1.92
468481 (2004 TP20),N,,6.78,0.351,1.344,25.37,729.51,213.49,264.91,251.11,0.6326,1.56
468541 (2006 QA31),N,,,0.4577,1.198,11.86,691.58,95.81,358.58,237.19,0.7518,1.31
468583 (2007 LS),N,,,0.6816,2.695,6.38,662.05,200.92,168.66,292.47,0.2228,4.42
468910 (2014 KQ76),Y,,2.953,0.4233,1.007,4.77,685.19,127.63,325.15,232.41,0.9747,1.01
469219 Kamo`oalewa (2016 HO3),N,,0.467,0.1026,1.001,7.8,382.78,65.75,304.94,12.09,0.9838,1
469356 (2001 DR8),N,,,0.672,1.926,6.56,379.77,334.46,43.68,1.63,0.3688,2.67
469494 (2002 XS40),N,0.758,,0.338,1.497,11.63,451.74,97.61,83.79,270.34,0.538,1.83
469513 (2003 QR79),N,0.297,4.11,0.3055,1.279,17.16,596.38,333.02,103.19,160.17,0.6817,1.45
469722 (2005 LP40),N,,,0.5473,1.964,23.62,684.01,148.63,186.75,348.63,0.3582,2.75
469727 (2005 NK1),N,,,0.7271,1.604,33.56,430.5,113.69,10.13,306.68,0.4852,2.03
469896 (2005 WC1),Y,,2.582,0.4865,1.401,19.98,624.2,264.94,256.82,102.44,0.5947,1.66
469929 (2006 AK8),N,,,0.1224,1.157,28.95,519.99,118.55,72.09,329.35,0.7921,1.24
470004 (2006 MJ10),N,,,0.5859,1.876,39.29,396.98,106.03,272.61,18.34,0.3836,2.57
470951 (2009 LS),N,,,0.2913,1.263,45,566.19,252.74,176.3,137.15,0.6946,1.42
471083 (2009 XF2),N,0.244,,0.2469,1.286,14.01,531.33,88.46,113.46,329.41,0.6762,1.46
471240 (2011 BT15),Y,,0.109138,0.3024,1.293,1.66,561.46,105.35,308.81,147.3,0.6705,1.47
471241 (2011 BX18),Y,1.451,4.828,0.7312,2.872,14.62,868.73,310.56,304.22,253.95,0.2026,4.87
471323 (2011 KW15),Y,,,0.4938,1.17,23.66,524.07,283.35,97.52,143.2,0.7791,1.27
471487 (2011 VS5),N,,,0.4218,1.238,9.11,587.53,356.09,172.87,58.57,0.7152,1.38
471926 Jormungandr (2013 KN6),Y,,,0.8508,1.466,23.54,645.01,229.42,232.53,183.06,0.5554,1.77
471956 (2013 SC25),N,,12.96,0.6484,1.604,10.16,618.35,272.91,238.08,107.36,0.485,2.03
471984 (2013 UE3),N,,,0.2256,1.026,3.36,257.5,49.7,117.47,90.33,0.9481,1.04
472263 (2014 RP12),N,,,0.4863,1.036,21.09,242.04,38.76,96.5,106.78,0.9345,1.05
474158 (1999 FA),Y,,10.092,0.1327,1.078,12.03,468.28,166.08,296.99,5.21,0.8803,1.12
474163 (1999 SO5),Y,,1.38,0.0653,1.086,13.37,770.53,196.06,359.7,214.77,0.871,1.13
474179 (1999 VS6),N,,15.88,0.2231,1.198,27.97,433.63,35.28,89.34,309.01,0.752,1.31
474231 (2001 HZ7),Y,,65,0.4983,1.47,5.43,581.54,156.28,312.87,112.39,0.5532,1.78
474451 (2003 SR15),N,,,0.2783,1.278,14.08,596.36,176.19,255.59,164.58,0.6825,1.44
474549 (2003 WX153),N,1.488,,0.6026,2.186,32.54,296.22,91.35,63.15,141.72,0.3049,3.23
474554 (2003 YQ94),N,,,0.6179,2.653,8.53,689.7,272.31,85.9,331.49,0.2281,4.32
474585 (2004 HC2),N,,,0.3114,1.387,55.03,721.7,190.33,303.15,228.22,0.6033,1.63
475016 (2005 UO),N,0.164,,0.5824,1.351,7.71,352.56,19.15,258.56,74.85,0.6278,1.57
475950 (2007 FE1),N,0.389,,0.5489,2.017,9.85,256.91,44.73,193.24,18.94,0.344,2.87
476093 (2007 TC66),N,,,0.7098,2.069,10.47,365.11,101.9,35.71,227.5,0.3312,2.98
476187 (2007 UQ13),N,,,0.4255,1.165,29.3,541.88,217.66,29.45,294.77,0.7838,1.26
476601 (2008 SE85),Y,,,0.5251,1.626,29.61,701.3,177.42,294.9,228.98,0.4755,2.07
476904 (2008 WK32),N,,,0.3788,1.396,15.46,326.25,58.75,139.94,127.56,0.5977,1.65
477162 (2009 ES),Y,,28,0.3293,1.436,30.33,935.52,343.71,311.18,280.63,0.5727,1.72
477327 (2009 TB8),N,,15.38,0.7053,2.276,10.18,602.51,276.54,228.39,97.58,0.2871,3.43
477491 (2010 CD19),N,0.739,,0.5788,2.258,20.75,567.61,309.41,132.6,125.6,0.2906,3.39
477519 (2010 DJ56),Y,0.321,,0.2453,1.25,34.84,690.84,149.91,309.28,231.65,0.7053,1.4
477588 (2010 JD87),N,0.692,,0.6395,1.428,24.62,693.01,338.34,148.6,206.07,0.5778,1.71
478574 (2012 TS78),Y,,,0.3818,1.608,32.67,328.74,8.27,196.78,123.69,0.4833,2.04
478784 (2012 UV136),N,,,0.1396,1.009,2.1,714.27,207.82,290.29,216.16,0.9731,1.01
479325 (2013 TV5),N,,0.8367,0.2528,1.334,18.77,464.81,351.19,69.83,43.79,0.6398,1.54
479345 (2013 WY67),N,,,0.3727,1.343,19.83,470.63,63.97,152.01,254.65,0.6334,1.56
480822 (1998 YM4),Y,,,0.7196,1.477,3.43,862.32,341.75,344.56,176.01,0.5493,1.79
480823 (1998 YW5),N,,,0.6204,1.24,8.34,768.31,219.78,355.16,193.37,0.7135,1.38
480858 (2001 PT9),Y,,,0.4552,1.468,7.18,643.61,329.97,261.65,51.99,0.5542,1.78
480885 (2002 AC29),N,,,0.503,1.642,26.61,435.18,85.05,129.73,220.4,0.4684,2.1
480927 (2002 YZ3),N,,,0.796,1.943,19.92,741.79,350.13,358.8,32.86,0.3638,2.71
480936 (2003 QH5),Y,0.537,6.74,0.2202,1.26,17.62,648.18,299.21,321.16,27.81,0.6972,1.41
481025 (2004 VA1),N,,,0.5124,1.051,14.91,532.97,250.73,20.89,261.35,0.9144,1.08
481127 (2005 UJ6),N,,,0.416,1.068,19,496.33,42.36,131.41,322.56,0.8925,1.1
481457 (2006 XD2),Y,,3.7,0.4251,1.267,3.56,312.09,65.59,109.53,136.97,0.6914,1.43
481482 (2007 CA19),Y,,,0.8215,2.808,9.6,528.71,169.92,102.6,256.19,0.2094,4.71
481532 (2007 LE),Y,,2.603,0.5157,1.839,29.55,198.06,73.62,120.28,4.16,0.3954,2.49
481542 (2007 RF5),N,,,0.3836,1.064,31.92,527.21,12.67,221.47,293.07,0.8979,1.1
481918 (2009 BE77),N,,,0.8303,2.511,20.99,542.63,200.74,27.46,314.43,0.2477,3.98
481965 (2009 EB1),N,,,0.4542,1.107,12.51,683.86,151.3,187.58,344.98,0.8468,1.16
482054 (2010 AE),N,0.413,,0.3769,1.489,15.98,565.75,294.47,270.87,0.41,0.5426,1.82
482228 (2011 BH10),N,,,0.3725,1.583,12.46,726.81,323.84,81.06,321.91,0.4949,1.99
482344 (2011 WL15),Y,,,0.2819,1.352,18.39,478.23,72.91,170.72,234.6,0.627,1.57
482467 (2012 LK9),Y,,,0.6197,2.512,10.14,726.57,61.84,314.59,350.14,0.2476,3.98
482488 (2012 SW20),Y,,,0.6785,2.462,10.16,335.95,209.59,62.39,63.97,0.2552,3.86
482505 (2012 TQ78),N,,11.418,0.3835,1.201,11.38,456.43,51.9,119.04,285.49,0.7488,1.32
482562 (2012 VN82),N,,,0.5065,1.551,9.72,899.89,228.58,331.3,340.01,0.5103,1.93
482566 (2012 WK4),N,,,0.3074,1.205,4.29,377.82,150.92,161.91,64.99,0.7449,1.32
482650 (2013 BK18),Y,,4.69,0.4947,1.626,28.88,420.18,137.69,64.68,217.81,0.4751,2.07
482766 (2013 GF69),Y,,,0.4976,1.967,10.01,685.12,174.89,153.19,357.04,0.3574,2.76
482798 (2013 QK48),Y,,,0.8298,1.586,18.97,458.34,141.41,47.18,269.75,0.4936,2
483422 (2000 CE59),Y,,3.623,0.1668,1.138,12.26,642.38,318.62,307.53,16.23,0.8123,1.21
483423 (2000 DO1),Y,,,0.6818,1.43,3.46,749.03,335.78,302.82,110.43,0.5764,1.71
483432 (2001 DF47),Y,,,0.3708,1.215,18.47,700.75,146.62,260.28,293.85,0.7358,1.34
483459 (2002 EM6),N,,,0.1414,1.16,31.76,574.31,169.49,121.01,283.81,0.7889,1.25
483468 (2002 JY8),N,,,0.5949,2.334,24.28,399.58,127.89,188.09,83.6,0.2763,3.57
483471 (2002 LS32),N,,,0.6972,1.784,8.86,497.63,239.75,151.77,106.11,0.4138,2.38
483472 (2002 NX),N,,,0.4338,1.742,15.01,575.68,288.38,62.41,224.89,0.4288,2.3
483504 (2002 XN14),N,,18.02,0.4408,1.768,11.8,525.76,86.14,310.99,128.63,0.4193,2.35
483508 (2003 CR1),Y,0.202,26.39,0.4628,1.453,12.72,592.72,310.93,101.97,179.82,0.563,1.75
483560 (2004 BV1),Y,,5.8124,0.3673,1.463,12.16,336.87,96.74,223.28,16.85,0.557,1.77
483563 (2004 BD68),N,,,0.8296,1.902,19.24,723.91,172.04,203.89,347.98,0.3759,2.62
483989 (2006 CY10),Y,,,0.4841,1.96,6.77,474.78,32.5,167.39,274.89,0.3591,2.74
484199 (2006 WS1),N,,,0.464,1.221,17.99,795.51,312.1,319.91,163.5,0.7303,1.35
484402 (2007 XH16),Y,0.452,3.6342,0.2348,1.187,27.43,472.59,91.27,58.32,323,0.7621,1.29
484462 (2008 CM20),N,,,0.2228,1.306,21.07,569.3,306.91,226.72,35.67,0.6607,1.49
484506 (2008 ER7),Y,,,0.6241,1.486,2.24,522.37,323.41,81.04,117.92,0.5438,1.81
484757 (2009 BL2),N,,,0.6012,2.475,7.04,537.33,146.65,58.56,332.12,0.2531,3.89
484795 (2009 DE47),N,,5.987,0.2758,1.096,20.06,373.44,29.82,41.88,301.74,0.8595,1.15
484976 (2009 UN3),Y,,4.123,0.5756,2.328,37.43,535.65,141.96,338.75,54.94,0.2776,3.55
485110 (2010 HZ108),N,0.356,,0.2085,1.249,22.88,348.3,173.99,106.65,67.66,0.7064,1.4
485652 (2011 WO41),Y,,4.609,0.7292,3.024,20.14,388.27,111.08,126.39,150.8,0.1875,5.26
485823 (2012 DF61),N,,,0.4978,1.149,5.31,187.34,15.38,27.4,144.56,0.8005,1.23
485882 (2012 FK35),N,,,0.5811,1.452,35.94,654.59,18.4,303.11,333.08,0.5634,1.75
486692 (2013 VC13),N,,,0.5885,1.524,7.19,600.71,199.98,61.36,339.37,0.5241,1.88
486739 (2014 EW24),N,,,0.42,1.36,8.58,749,48.17,342.2,358.63,0.6213,1.59
487580 (2015 BA92),N,,,0.5642,1.131,17.33,545.47,116.63,181.35,247.49,0.819,1.2
487583 (2015 FJ36),N,,,0.3095,1.025,4.43,606.39,291.18,98.2,217.01,0.9504,1.04
488453 (1994 XD),Y,,2.7365,0.7337,2.344,4.33,468.31,96.02,249.55,122.74,0.2747,3.59
488461 (1996 FS1),N,,,0.7621,1.449,38.81,572.98,170.05,224.59,178.34,0.5649,1.74
488474 (1999 HD1),N,,,0.4177,1.131,18.22,675.75,209.86,147.96,317.93,0.8189,1.2
488490 (2000 AF205),Y,,,0.277,1.035,2.41,639.89,219.9,127.51,292.48,0.9363,1.05
488515 (2001 FE90),Y,,0.4777,0.4952,1.935,8.81,500.44,98.38,145.42,256.64,0.3662,2.69
488615 (2002 SR),N,,,0.1959,1.179,6.69,465.71,160.86,285.19,19.66,0.7695,1.28
488645 (2003 OV),N,,,0.8562,2.243,10.32,514.48,261.55,148.12,104.81,0.2934,3.36
488698 (2003 XV10),N,,,0.6795,1.435,11.57,400.99,1.83,321.54,77.62,0.5732,1.72
488789 (2004 XK50),Y,1.039,,0.6886,1.451,38.23,286.95,94.05,104.02,88.88,0.5638,1.75
489453 (2007 BX48),N,,,0.3597,1.387,14.81,422.85,303.02,8.14,111.69,0.6036,1.63
489486 (2007 GS3),Y,,3.497,0.1291,1.061,15.09,582.63,215.39,61.07,306.17,0.9016,1.09
489900 (2008 KP),N,,,0.7896,1.101,59.86,726.43,62.44,345.01,318.98,0.8536,1.15
490354 (2009 FF19),Y,,,0.4092,1.213,0.56,456.98,84.88,244.81,127.29,0.7379,1.34
490684 (2010 LL34),N,,,0.5545,1.28,22.73,669.49,120.24,271.02,278.23,0.6807,1.45
491007 (2011 GL62),N,,,0.707,1.14,15.7,525.79,189.83,244.4,91.56,0.8099,1.22
491424 (2012 ET14),N,,,0.5663,1.681,66.23,451.85,166.65,174.49,110.71,0.4524,2.18
491567 (2012 RG3),N,,,0.5282,1.575,15.9,437.47,112.98,35.27,289.22,0.4988,1.98
492143 (2013 OE),N,,77.51,0.5089,2.033,9.79,682.16,229.97,220.25,231.94,0.34,2.9
492478 (2014 NB39),N,1.084,,0.686,1.675,17.02,622.97,218.45,179.66,224.86,0.4545,2.17
494658 (2000 UG11),Y,,4.44,0.5718,1.929,8.91,787.12,223.91,240.87,322.34,0.3679,2.68
494689 (2004 JR),N,,,0.6456,1.891,45.47,628.99,209.51,139.59,279.89,0.3791,2.6
494690 (2004 JQ1),Y,,,0.45,1.193,32.83,517.95,77.05,272.66,168.24,0.756,1.3
494697 (2004 SW55),Y,,,0.334,1.428,8.79,669.19,75.12,352.85,241.22,0.5778,1.71
494706 (2005 GL9),N,,5.131,0.8962,2.141,20.06,497.11,225.59,162.23,109.29,0.3145,3.13
494713 (2005 OU2),N,,,0.3733,1.235,47.78,721.9,127.34,310.16,284.4,0.7183,1.37
494880 (2008 SQ7),N,,,0.2978,1.354,16.57,478.82,184.91,272.45,21.46,0.6258,1.58
494975 (2009 WO106),Y,,8.0364,0.3853,1.374,17.35,522.01,281.69,134.68,105.64,0.6119,1.61
495102 (2011 UU106),N,,1.85,0.4818,1.826,9.93,543.45,251.76,242.18,49.51,0.3996,2.47
495187 (2012 VO76),Y,,,0.215,1.204,36.95,799.55,229.47,297.36,272.72,0.7457,1.32
495323 (2014 JG78),N,,,0.5633,1.324,17.92,614.24,178.94,198.18,237.12,0.6472,1.52
495829 (1995 LG),N,,,0.7907,1.065,43.59,628.41,276.43,160.14,191.84,0.8973,1.1
495848 (2002 QD7),N,,,0.6475,2.422,11.63,702.54,197.92,197.17,307.45,0.2615,3.77
495858 (2003 MJ4),N,0.342,,0.5614,2.303,5.31,361.37,77.39,271.87,12.11,0.2819,3.5
495930 (2006 AR2),N,,,0.4178,1.488,29.98,631.6,278.13,287.54,65.93,0.5428,1.82
495960 (2007 MT20),N,,,0.6132,1.846,16.65,670.96,226.34,148.67,295.95,0.3929,2.51
496005 (2007 XJ16),Y,,,0.5563,2.258,6.23,374.97,309.06,32.99,32.92,0.2904,3.39
496013 (2008 EL6),Y,,,0.481,1.728,13.14,309.87,177.66,38.41,93.8,0.4339,2.27
496174 (2011 CQ4),N,0.657,128,0.5833,2.001,23.74,438.85,85.97,86.48,266.4,0.3481,2.83
496327 (2013 MY6),N,,,0.503,1.532,52.23,188.87,124.97,9.83,54.07,0.5197,1.9
496816 (1989 UP),Y,0.3,6.98,0.4722,1.862,3.85,327.5,53.16,17.82,256.52,0.388,2.54
496817 (1989 VB),Y,0.4,14.533,0.4601,1.862,2.18,647.17,37.85,330.92,278.4,0.388,2.54
496860 (1999 XL136),Y,,,0.6465,1.819,8.91,573.82,269.97,275.47,28.38,0.4017,2.45
496861 (2000 BE19),N,,,0.5586,1.87,10.12,662.08,71.54,326.54,264,0.3855,2.56
496869 (2000 QU7),N,,,0.6475,2.282,22.32,770.41,339.12,87.77,343.52,0.2859,3.45
496901 (2001 HB),Y,,,0.694,1.314,9.28,693.96,195.82,238,260.14,0.6544,1.51
496962 (2002 GP186),N,0.175,,0.3312,1.285,8.11,340.1,31.17,24.84,284.09,0.6768,1.46
496981 (2002 RP28),N,,,0.3907,1.661,8,498.13,163.35,250.72,84.06,0.4603,2.14
497025 (2003 QW30),N,,,0.3315,1.053,11.28,579.2,164.53,303.16,111.51,0.912,1.08
497113 (2004 EK1),N,,,0.2509,1.25,11.64,772.69,166.87,300.45,305.37,0.7054,1.4
497117 (2004 FU4),Y,,,0.2639,1.26,23.25,374.34,31.56,46.31,296.47,0.6967,1.41
497135 (2004 QD20),N,,,0.6976,2.173,17.54,715.63,224.2,353.4,138.03,0.3078,3.2
497174 (2004 TK10),N,,,0.2987,1.058,24.6,893.31,205.3,347.75,340.26,0.906,1.09
497232 (2005 EF),N,,,0.1664,1.207,18.59,827.03,350.72,269.5,206.81,0.7436,1.33
497245 (2005 FH),N,,,0.6514,2.701,35.14,634.23,143.56,318.3,172.37,0.222,4.44
497626 (2006 QT89),N,,,0.4729,1.482,24.48,300.12,162.38,56.29,81.45,0.5463,1.8
498068 (2007 RT146),N,,,0.4488,1.836,16.82,640.97,196.03,86.31,358.63,0.3962,2.49
498143 (2007 TR65),N,1.531,,0.5616,1.154,43.49,569.81,23.75,215.75,330.31,0.7948,1.24
498548 (2008 GH110),N,,,0.281,1.273,29.24,724.2,205.89,248.66,269.65,0.6862,1.44
499582 (2010 TH19),Y,0.461,,0.3101,1.464,6.83,733,254.2,201.5,277.3,0.5562,1.77
500080 (2011 WV134),Y,,10.105,0.6753,2.795,6.02,434.17,157.64,25.9,250.63,0.2109,4.67
500094 (2012 BC20),N,,16.11,0.279,1.374,23.84,505,151.63,103.95,249.42,0.6121,1.61
500749 (2013 AP60),N,,,0.7503,2.867,21.9,469.18,251.04,49.18,168.96,0.203,4.85
500922 (2013 PE26),N,,,0.6121,1.553,45.56,558.49,315.98,204.54,37.97,0.5094,1.93
501243 (2013 VG13),N,,,0.3546,1.045,7.8,535.57,156.56,24.76,354.25,0.923,1.07
501878 (2014 WF365),N,2.177,,0.7616,2.263,17.82,469.54,165.7,15.22,288.62,0.2894,3.41
503861 (1998 WZ1),Y,,,0.5566,2.163,4.31,517.93,344.84,137.37,35.72,0.3098,3.18
503871 (2000 SL),N,,,0.395,1.54,38.35,527.65,207.72,70.22,249.71,0.5157,1.91
503880 (2000 YJ29),N,,,0.8312,1.96,43.83,815.77,265.97,327.94,221.86,0.3591,2.74
503892 (2001 UF18),N,,,0.6098,1.141,31.27,265.3,45.97,202.59,16.74,0.8086,1.22
503911 (2002 FD6),N,,2.799,0.342,1.233,10.06,395.36,15.16,256.89,123.31,0.7196,1.37
503941 (2003 UV11),Y,0.26,18.25,0.7626,1.453,5.93,480.83,31.78,124.95,324.1,0.5625,1.75
503960 (2004 QF1),N,,5.693,0.2906,1.051,17.82,631.73,332.91,174.08,124.74,0.9143,1.08
503966 (2004 RX109),N,,,0.8117,2.21,29.03,303.61,200.59,37.31,65.71,0.2999,3.29
504033 (2005 UN157),N,,,0.8583,2.512,44.38,540.72,21.48,210.11,309.13,0.2475,3.98
504034 (2005 UJ159),Y,,,0.8317,3.343,35.61,202.48,80.25,95.79,26.44,0.1613,6.11
504074 (2006 AD),N,,,0.4899,1.048,54.99,299.73,120.36,87.27,92.1,0.9182,1.07
504181 (2006 TC),N,,,0.9122,1.538,19.56,400.75,151.82,61.46,187.47,0.5167,1.91
504256 (2006 VD13),Y,,,0.4837,1.948,11.71,662.76,313.94,162.89,185.93,0.3625,2.72
504680 (2009 EO2),Y,,,0.4807,1.712,11.48,488.04,264.63,220.6,2.81,0.4401,2.24
504711 (2009 SP171),N,,,0.3558,1.356,25.62,587.98,223.08,285.21,79.69,0.6244,1.58
504800 (2010 CO1),Y,0.38,,0.2179,1.013,24.02,683.11,351.56,252.71,78.84,0.9671,1.02
505019 (2011 QH21),N,,,0.2334,1.308,22.84,628.83,241.27,269.42,118.14,0.6591,1.5
505178 (2012 TV78),Y,,,0.5488,1.816,7.47,765.26,251.75,244.94,268.57,0.4028,2.45
505657 (2014 SR339),Y,0.971,8.71,0.3038,1.299,29.79,655.54,138.74,299.64,217.16,0.6654,1.48
506074 Svarog (2015 UM67),Y,0.665,,0.6874,1.558,6.01,529.99,150.02,132.27,247.7,0.5069,1.94
506437 (2000 WL10),N,,,0.7177,3.138,10.26,475.35,252.01,115.31,108.03,0.1773,5.56
506459 (2002 AL14),N,,2.3089,0.1261,1.038,23,686.27,128.49,226.08,331.7,0.9323,1.06
506491 (2003 UW29),Y,,,0.8386,1.17,3.76,507.71,196.48,55.27,255.96,0.7792,1.26
506590 (2005 XB1),N,0.099,,0.4187,1.131,8.71,630.23,73.31,232.93,323.99,0.8189,1.2
506732 (2006 VW2),Y,,,0.2944,1.236,10.05,819.5,229.77,299.68,290.05,0.7173,1.37
506859 (2007 VW137),Y,,,0.7348,2.236,5.83,896.52,297.4,247.48,351.64,0.2947,3.34
507355 (2011 VV5),N,,,0.6928,1.308,25.32,566.71,277.36,7.13,282.22,0.659,1.5
507716 (2013 UP8),Y,,,0.6191,2.535,47.83,561.1,55.16,187.36,318.58,0.2442,4.04
508772 (1998 WP7),N,,,0.4327,1.225,21.97,394.56,230.73,65.47,98.36,0.7268,1.36
508774 (1999 JE1),Y,,,0.7017,1.323,20.91,569.92,53.06,302.74,214.12,0.6475,1.52
508786 (2000 BL19),N,,,0.6359,2.742,14.61,709.51,311.52,244.54,153.45,0.2171,4.54
508871 (2003 CN17),N,,12.998,0.5181,1.847,32.05,802.1,330.76,265.65,205.69,0.3928,2.51
508912 (2004 BB),N,,5.72,0.5191,1.981,24.47,316.06,129.36,58.16,128.54,0.3535,2.79
508918 (2004 BG86),N,,,0.6133,1.352,36.17,288.61,146.65,123.4,18.56,0.6267,1.57
508967 (2004 VC17),Y,,,0.8109,1.895,20.4,541.89,229.17,65.16,247.56,0.3778,2.61
508997 (2005 FL4),N,,,0.7136,2.677,28.87,414.33,66.4,177.89,170.04,0.225,4.38
509073 (2005 UM5),N,,,0.5524,1.211,3.22,429.62,84.88,170.6,174.14,0.7397,1.33
509191 (2006 OC5),Y,,,0.6521,2.402,4.74,700.25,149.09,245.8,305.36,0.2648,3.72
509456 (2007 LF),Y,,,0.4198,1.682,6.99,932.76,239.39,333.92,359.45,0.4516,2.18
509520 (2007 WB),N,,,0.7096,1.669,13.73,638.38,83.04,203.75,351.59,0.4571,2.16
509523 (2007 XP3),N,,,0.8868,2.246,13.13,333.21,94.71,214.29,24.21,0.2928,3.37
509821 (2008 WQ63),Y,,,0.6071,1.734,0.92,854.68,317.08,229.02,308.58,0.4316,2.28
509935 (2009 QL8),Y,,9.0913,0.5409,1.931,4.24,626.81,84.47,339.66,202.68,0.3672,2.68
510055 (2010 FH81),Y,0.2,,0.2105,1.226,16.8,466.71,84.6,158.31,223.8,0.7264,1.36
510073 (2010 JF88),N,0.451,,0.6581,2.233,17.31,417.12,115.62,212.14,89.36,0.2954,3.34
510160 (2010 XO56),N,,,0.1117,1.117,40.58,727.7,272.81,252.78,202.11,0.8351,1.18
510190 (2011 CX7),N,,,0.3227,1.299,10.53,598.8,107,194.48,297.32,0.6657,1.48
510238 (2011 FC29),N,,,0.4409,1.121,6.69,684.05,21.77,358.02,304.26,0.8299,1.19
510262 (2011 HJ61),N,1.284,,0.4178,1.484,21.08,729.81,216.04,191.04,322.73,0.5453,1.81
510529 (2012 EY11),Y,,,0.1508,1.148,9.02,591.52,167.58,238.88,185.06,0.8009,1.23
511008 (2013 PX6),Y,1.647,,0.6515,2.597,13.66,642.63,187.37,229.7,225.56,0.2355,4.19
511137 (2013 XM24),N,,37.9,0.4245,1.667,38.36,523.23,99.41,118.26,305.56,0.4578,2.15
511600 (2015 AZ245),N,,,0.7324,1.858,68.98,810.76,252.28,357.98,200.5,0.3893,2.53
511684 (2015 BN509),Y,0.315,5.6713,0.5685,1.007,4.15,429.48,120.08,143.2,166.2,0.9756,1.01
511777 (2015 EZ),N,0.194,6.57,0.2838,1.364,13.21,567.23,185.4,65.21,316.62,0.6187,1.59
511808 (2015 FH120),N,0.746,,0.6097,2.038,11.1,207.65,71.43,15.44,120.78,0.3388,2.91
512244 (2015 YE18),N,,,0.5409,1.037,31.03,565.32,256.71,80.59,228.02,0.9329,1.06
513125 (1997 GC32),N,,,0.6533,2.031,5.92,480.36,177.17,150.18,153.01,0.3405,2.89
513126 (1998 QP),Y,,,0.5826,1.786,9.35,730.77,326.43,78.46,325.88,0.4131,2.39
513138 (2002 CY58),N,,,0.3845,1.366,8.29,530.09,341.56,40.02,148.51,0.6171,1.6
513165 (2004 CK39),N,,5.631,0.8321,2.29,12.25,941.61,355.81,268.82,316.98,0.2844,3.47
513181 (2005 BS27),N,,6.602,0.3854,1.117,16.7,700.13,324.11,48.81,327.21,0.835,1.18
513312 (2007 DM41),Y,,,0.5278,1.181,2.26,487.97,1.7,274.49,211.78,0.7676,1.28
513358 (2008 CA5),N,,,0.5946,1.869,25.01,771.44,331.37,273.11,166.96,0.3859,2.55
513472 (2009 CS5),N,,,0.657,1.474,30.11,840.02,320.45,316.7,202.87,0.5505,1.79
513489 (2009 EV),Y,,,0.5235,1.728,17,414.28,138.55,250.28,25.45,0.4337,2.27
513529 (2010 CR1),N,,,0.7335,1.371,25.75,477.14,312.97,70.72,93.45,0.6137,1.61
514150 (2015 KJ57),Y,,,0.4039,1.559,2.63,590.57,14.4,336.45,239.72,0.5064,1.95
514568 (1994 RC),Y,,,0.6036,2.264,4.76,944.31,344.25,286.54,313.52,0.2894,3.41
514596 (2003 FG),Y,,8.6763,0.715,1.241,15.66,486.26,6.98,312.92,166.36,0.7125,1.38
514597 (2003 MD7),N,,,0.5945,1.467,5.79,698.2,200.46,185.33,312.41,0.5546,1.78
514914 (2008 TN26),N,,,0.6338,1.824,9.42,488.4,253.57,22.4,212.43,0.4001,2.46
515010 (2009 SK2),N,,,0.4719,1.719,38.23,576.89,23.92,257.11,295.86,0.4373,2.25
515049 (2010 FL),N,0.351,,0.6555,1.919,11.4,424.82,66.61,214.09,144.12,0.3707,2.66
515639 (2014 MK27),N,,,0.3392,1.039,8.48,578.14,69.53,349.46,159.15,0.9303,1.06
515767 (2015 JA2),Y,,0.9801,0.3491,1.034,16.42,606.65,126.6,246.26,233.79,0.9376,1.05
516154 (2016 CL32),Y,,11.181,0.4601,1.543,12.21,630.75,123.49,292.95,214.31,0.5141,1.92
516155 (2016 DP),Y,,,0.4771,1.023,13.33,341.31,54.36,254.01,32.94,0.9531,1.03
516454 (2005 FN4),N,,,0.764,2.662,29.33,456.15,190.45,105.69,160.01,0.2269,4.34
516734 (2009 FG1),N,,,0.2721,1.194,69.82,146.25,5.03,11.67,129.55,0.7557,1.3
516803 (2010 JG88),N,0.463,,0.3844,1.374,30.61,619.19,213.35,106.06,299.78,0.6121,1.61
516984 (2012 PN28),N,1.824,,0.5316,1.78,24.48,764.06,319.04,174.91,270.11,0.4149,2.38
517046 (2013 AA53),N,,,0.6672,1.283,27.87,427.27,98.35,195.94,132.98,0.6786,1.45
517103 (2013 EM20),Y,,8.038,0.3179,1.371,8.36,581.22,73.88,350.16,157.18,0.6138,1.61
517681 (2015 DE198),Y,,33.558,0.5832,2.063,12.26,301.81,33.23,218.11,50.47,0.3327,2.96
517829 (2015 RL82),N,,,0.6144,2.134,8.53,265.02,81.02,167.52,16.48,0.3161,3.12
518440 (2004 CL1),N,,,0.5349,1.979,15.17,329.49,3.17,187.6,138.72,0.3541,2.78
518507 (2006 EE1),N,0.794,4.62,0.2764,1.203,36.4,525.8,154.21,278.02,93.57,0.7473,1.32
